session_id,date,open_time,close_date,building_id,office_id,ext_temp,ext_humidity,ext_light
SE0OFF1155,2022/01/01,08:00:00,11:00:00,0,OFF11,2,62,1
SE0OFF1156,2022/01/01,12:00:00,13:00:00,0,OFF11,5,65,3
SE0OFF1156,2022/01/01,13:00:00,19:00:00,0,OFF11,5,65,3
SE0OFF1158,2022/01/01,19:00:00,20:00:00,0,OFF11,0,60,0
SE0OFF1258,2022/01/01,13:00:00,14:00:00,0,OFF12,5,65,3
SE0OFF1258,2022/01/01,14:00:00,16:00:00,0,OFF12,3,63,3
SE0OFF1258,2022/01/01,16:00:00,17:00:00,0,OFF12,3,63,2
SE0OFF1258,2022/01/01,17:00:00,18:00:00,0,OFF12,3,63,2
SE0OFF1260,2022/01/01,18:00:00,19:00:00,0,OFF12,0,60,0
SE0OFF1260,2022/01/01,19:00:00,20:00:00,0,OFF12,0,60,0
SE0OFF1361,2022/01/01,11:00:00,16:00:00,0,OFF13,5,65,3
SE0OFF1363,2022/01/01,16:00:00,19:00:00,0,OFF13,3,63,2
SE0OFF1364,2022/01/01,19:00:00,20:00:00,0,OFF13,0,60,0
SE0OFF1465,2022/01/01,08:00:00,09:00:00,0,OFF14,2,62,1
SE0OFF1466,2022/01/01,16:00:00,17:00:00,0,OFF14,3,63,2
SE0OFF1468,2022/01/01,17:00:00,18:00:00,0,OFF14,3,63,2
SE0OFF1470,2022/01/01,18:00:00,19:00:00,0,OFF14,0,60,0
SE0OFF1471,2022/01/01,19:00:00,20:00:00,0,OFF14,0,60,0
SE0OFF1572,2022/01/01,08:00:00,09:00:00,0,OFF15,2,62,1
SE0OFF1572,2022/01/01,11:00:00,13:00:00,0,OFF15,5,65,3
SE0OFF1573,2022/01/01,16:00:00,17:00:00,0,OFF15,3,63,2
SE0OFF1574,2022/01/01,17:00:00,18:00:00,0,OFF15,3,63,2
SE0OFF1576,2022/01/01,18:00:00,19:00:00,0,OFF15,0,60,0
SE0OFF1577,2022/01/01,19:00:00,20:00:00,0,OFF15,0,60,0
SE0OFF1677,2022/01/01,11:00:00,19:00:00,0,OFF16,5,65,3
SE0OFF1678,2022/01/01,19:00:00,20:00:00,0,OFF16,0,60,0
SE0OFF1779,2022/01/01,09:00:00,12:00:00,0,OFF17,2,62,0
SE0OFF1781,2022/01/01,13:00:00,15:00:00,0,OFF17,5,65,3
SE0OFF1782,2022/01/01,16:00:00,17:00:00,0,OFF17,3,63,2
SE0OFF1784,2022/01/01,17:00:00,19:00:00,0,OFF17,3,63,2
SE0OFF1784,2022/01/01,19:00:00,20:00:00,0,OFF17,0,60,0
SE0OFF1884,2022/01/01,08:00:00,09:00:00,0,OFF18,2,62,1
SE0OFF1884,2022/01/01,13:00:00,19:00:00,0,OFF18,5,65,3
SE0OFF1885,2022/01/01,19:00:00,20:00:00,0,OFF18,0,60,0
SE0OFF1987,2022/01/01,11:00:00,14:00:00,0,OFF19,5,65,3
SE0OFF1987,2022/01/01,15:00:00,16:00:00,0,OFF19,3,63,3
SE0OFF1989,2022/01/01,16:00:00,17:00:00,0,OFF19,3,63,2
SE0OFF1989,2022/01/01,17:00:00,18:00:00,0,OFF19,3,63,2
SE0OFF1991,2022/01/01,18:00:00,19:00:00,0,OFF19,0,60,0
SE0OFF1993,2022/01/01,19:00:00,20:00:00,0,OFF19,0,60,0
SE0OFF2095,2022/01/01,14:00:00,15:00:00,0,OFF20,3,63,3
SE0OFF2096,2022/01/01,15:00:00,16:00:00,0,OFF20,3,63,3
SE0OFF2098,2022/01/01,16:00:00,17:00:00,0,OFF20,3,63,2
SE0OFF2099,2022/01/01,17:00:00,18:00:00,0,OFF20,3,63,2
SE0OFF20101,2022/01/01,18:00:00,19:00:00,0,OFF20,0,60,0
SE0OFF20101,2022/01/01,19:00:00,20:00:00,0,OFF20,0,60,0
SE0OFF21103,2022/01/01,15:00:00,16:00:00,0,OFF21,3,63,3
SE0OFF21104,2022/01/01,16:00:00,17:00:00,0,OFF21,3,63,2
SE0OFF21105,2022/01/01,17:00:00,18:00:00,0,OFF21,3,63,2
SE0OFF21105,2022/01/01,18:00:00,19:00:00,0,OFF21,0,60,0
SE0OFF21105,2022/01/01,19:00:00,20:00:00,0,OFF21,0,60,0
SE0OFF22106,2022/01/01,09:00:00,10:00:00,0,OFF22,2,62,0
SE0OFF22106,2022/01/01,13:00:00,14:00:00,0,OFF22,5,65,3
SE0OFF22107,2022/01/01,17:00:00,18:00:00,0,OFF22,3,63,2
SE0OFF22109,2022/01/01,18:00:00,19:00:00,0,OFF22,0,60,0
SE0OFF22109,2022/01/01,19:00:00,20:00:00,0,OFF22,0,60,0
SE0OFF23111,2022/01/01,09:00:00,10:00:00,0,OFF23,2,62,0
SE0OFF23113,2022/01/01,10:00:00,11:00:00,0,OFF23,5,65,3
SE0OFF23113,2022/01/01,11:00:00,13:00:00,0,OFF23,5,65,3
SE0OFF23113,2022/01/01,17:00:00,19:00:00,0,OFF23,3,63,2
SE0OFF23113,2022/01/01,19:00:00,20:00:00,0,OFF23,0,60,0
SE0OFF24114,2022/01/01,10:00:00,11:00:00,0,OFF24,5,65,3
SE0OFF24115,2022/01/01,12:00:00,16:00:00,0,OFF24,5,65,3
SE0OFF24117,2022/01/01,16:00:00,18:00:00,0,OFF24,3,63,2
SE0OFF24119,2022/01/01,18:00:00,19:00:00,0,OFF24,0,60,0
SE0OFF24120,2022/01/01,19:00:00,20:00:00,0,OFF24,0,60,0
SE0OFF25120,2022/01/01,11:00:00,16:00:00,0,OFF25,5,65,3
SE0OFF25122,2022/01/01,16:00:00,19:00:00,0,OFF25,3,63,2
SE0OFF25123,2022/01/01,19:00:00,20:00:00,0,OFF25,0,60,0
SE0OFF26124,2022/01/01,11:00:00,12:00:00,0,OFF26,5,65,3
SE0OFF26126,2022/01/01,16:00:00,19:00:00,0,OFF26,3,63,2
SE0OFF26128,2022/01/01,19:00:00,20:00:00,0,OFF26,0,60,0
SE0OFF27130,2022/01/01,11:00:00,12:00:00,0,OFF27,5,65,3
SE0OFF27130,2022/01/01,15:00:00,16:00:00,0,OFF27,3,63,3
SE0OFF27131,2022/01/01,16:00:00,17:00:00,0,OFF27,3,63,2
SE0OFF27131,2022/01/01,18:00:00,19:00:00,0,OFF27,0,60,0
SE0OFF27131,2022/01/01,19:00:00,20:00:00,0,OFF27,0,60,0
SE0OFF28132,2022/01/01,08:00:00,10:00:00,0,OFF28,2,62,1
SE0OFF28133,2022/01/01,11:00:00,16:00:00,0,OFF28,5,65,3
SE0OFF28135,2022/01/01,16:00:00,17:00:00,0,OFF28,3,63,2
SE0OFF28135,2022/01/01,17:00:00,18:00:00,0,OFF28,3,63,2
SE0OFF28137,2022/01/01,18:00:00,19:00:00,0,OFF28,0,60,0
SE0OFF28138,2022/01/01,19:00:00,20:00:00,0,OFF28,0,60,0
SE0OFF29140,2022/01/01,08:00:00,09:00:00,0,OFF29,2,62,1
SE0OFF29140,2022/01/01,09:00:00,10:00:00,0,OFF29,2,62,0
SE0OFF29141,2022/01/01,11:00:00,12:00:00,0,OFF29,5,65,3
SE0OFF29142,2022/01/01,13:00:00,14:00:00,0,OFF29,5,65,3
SE0OFF29144,2022/01/01,14:00:00,15:00:00,0,OFF29,3,63,3
SE0OFF29144,2022/01/01,15:00:00,18:00:00,0,OFF29,3,63,3
SE0OFF29145,2022/01/01,18:00:00,19:00:00,0,OFF29,0,60,0
SE0OFF29145,2022/01/01,19:00:00,20:00:00,0,OFF29,0,60,0
SE0OFF30147,2022/01/01,09:00:00,15:00:00,0,OFF30,2,62,0
SE0OFF30149,2022/01/01,15:00:00,16:00:00,0,OFF30,3,63,3
SE0OFF30149,2022/01/01,16:00:00,17:00:00,0,OFF30,3,63,2
SE0OFF30150,2022/01/01,17:00:00,18:00:00,0,OFF30,3,63,2
SE0OFF30150,2022/01/01,18:00:00,19:00:00,0,OFF30,0,60,0
SE0OFF30150,2022/01/01,19:00:00,20:00:00,0,OFF30,0,60,0
SE0OFF31152,2022/01/01,09:00:00,17:00:00,0,OFF31,2,62,0
SE0OFF31154,2022/01/01,17:00:00,18:00:00,0,OFF31,3,63,2
SE0OFF31156,2022/01/01,18:00:00,19:00:00,0,OFF31,0,60,0
SE0OFF31156,2022/01/01,19:00:00,20:00:00,0,OFF31,0,60,0
SE0OFF32156,2022/01/01,10:00:00,16:00:00,0,OFF32,5,65,3
SE0OFF32156,2022/01/01,17:00:00,18:00:00,0,OFF32,3,63,2
SE0OFF32156,2022/01/01,18:00:00,19:00:00,0,OFF32,0,60,0
SE0OFF32158,2022/01/01,19:00:00,20:00:00,0,OFF32,0,60,0
SE0OFF33159,2022/01/01,09:00:00,10:00:00,0,OFF33,2,62,0
SE0OFF33159,2022/01/01,12:00:00,16:00:00,0,OFF33,5,65,3
SE0OFF33159,2022/01/01,17:00:00,19:00:00,0,OFF33,3,63,2
SE0OFF33161,2022/01/01,19:00:00,20:00:00,0,OFF33,0,60,0
SE0OFF34162,2022/01/01,10:00:00,19:00:00,0,OFF34,5,65,3
SE0OFF34162,2022/01/01,19:00:00,20:00:00,0,OFF34,0,60,0
SE0OFF35162,2022/01/01,17:00:00,18:00:00,0,OFF35,3,63,2
SE0OFF35162,2022/01/01,18:00:00,19:00:00,0,OFF35,0,60,0
SE0OFF35164,2022/01/01,19:00:00,20:00:00,0,OFF35,0,60,0
SE0OFF36165,2022/01/01,14:00:00,15:00:00,0,OFF36,3,63,3
SE0OFF36165,2022/01/01,15:00:00,16:00:00,0,OFF36,3,63,3
SE0OFF36166,2022/01/01,16:00:00,17:00:00,0,OFF36,3,63,2
SE0OFF36168,2022/01/01,17:00:00,19:00:00,0,OFF36,3,63,2
SE0OFF36168,2022/01/01,19:00:00,20:00:00,0,OFF36,0,60,0
SE0OFF37170,2022/01/01,14:00:00,15:00:00,0,OFF37,3,63,3
SE0OFF37172,2022/01/01,15:00:00,16:00:00,0,OFF37,3,63,3
SE0OFF37172,2022/01/01,16:00:00,17:00:00,0,OFF37,3,63,2
SE0OFF37173,2022/01/01,18:00:00,19:00:00,0,OFF37,0,60,0
SE0OFF37174,2022/01/01,19:00:00,20:00:00,0,OFF37,0,60,0
SE0OFF38176,2022/01/01,15:00:00,17:00:00,0,OFF38,3,63,3
SE0OFF38178,2022/01/01,18:00:00,19:00:00,0,OFF38,0,60,0
SE0OFF38179,2022/01/01,19:00:00,20:00:00,0,OFF38,0,60,0
SE0OFF39181,2022/01/01,13:00:00,17:00:00,0,OFF39,5,65,3
SE0OFF39183,2022/01/01,17:00:00,19:00:00,0,OFF39,3,63,2
SE0OFF39185,2022/01/01,19:00:00,20:00:00,0,OFF39,0,60,0
SE0OFF40185,2022/01/01,13:00:00,14:00:00,0,OFF40,5,65,3
SE0OFF40185,2022/01/01,17:00:00,18:00:00,0,OFF40,3,63,2
SE0OFF40186,2022/01/01,18:00:00,19:00:00,0,OFF40,0,60,0
SE0OFF40188,2022/01/01,19:00:00,20:00:00,0,OFF40,0,60,0
SE0OFF41190,2022/01/01,13:00:00,18:00:00,0,OFF41,5,65,3
SE0OFF41190,2022/01/01,18:00:00,19:00:00,0,OFF41,0,60,0
SE0OFF41191,2022/01/01,19:00:00,20:00:00,0,OFF41,0,60,0
SE0OFF42192,2022/01/01,11:00:00,15:00:00,0,OFF42,5,65,3
SE0OFF42193,2022/01/01,15:00:00,16:00:00,0,OFF42,3,63,3
SE0OFF42195,2022/01/01,16:00:00,17:00:00,0,OFF42,3,63,2
SE0OFF42197,2022/01/01,17:00:00,19:00:00,0,OFF42,3,63,2
SE0OFF42197,2022/01/01,19:00:00,20:00:00,0,OFF42,0,60,0
SE0OFF43199,2022/01/01,14:00:00,18:00:00,0,OFF43,3,63,3
SE0OFF43200,2022/01/01,18:00:00,19:00:00,0,OFF43,0,60,0
SE0OFF43200,2022/01/01,19:00:00,20:00:00,0,OFF43,0,60,0
SE0OFF44200,2022/01/01,09:00:00,12:00:00,0,OFF44,2,62,0
SE0OFF44202,2022/01/01,16:00:00,19:00:00,0,OFF44,3,63,2
SE0OFF44202,2022/01/01,19:00:00,20:00:00,0,OFF44,0,60,0
SE0OFF45204,2022/01/01,12:00:00,13:00:00,0,OFF45,5,65,3
SE0OFF45204,2022/01/01,13:00:00,14:00:00,0,OFF45,5,65,3
SE0OFF45206,2022/01/01,14:00:00,15:00:00,0,OFF45,3,63,3
SE0OFF45208,2022/01/01,15:00:00,18:00:00,0,OFF45,3,63,3
SE0OFF45209,2022/01/01,18:00:00,19:00:00,0,OFF45,0,60,0
SE0OFF45211,2022/01/01,19:00:00,20:00:00,0,OFF45,0,60,0
SE0OFF46211,2022/01/01,10:00:00,15:00:00,0,OFF46,5,65,3
SE0OFF46211,2022/01/01,15:00:00,18:00:00,0,OFF46,3,63,3
SE0OFF46213,2022/01/01,18:00:00,19:00:00,0,OFF46,0,60,0
SE0OFF46215,2022/01/01,19:00:00,20:00:00,0,OFF46,0,60,0
SE0OFF47216,2022/01/01,08:00:00,09:00:00,0,OFF47,2,62,1
SE0OFF47218,2022/01/01,09:00:00,10:00:00,0,OFF47,2,62,0
SE0OFF47218,2022/01/01,15:00:00,16:00:00,0,OFF47,3,63,3
SE0OFF47220,2022/01/01,16:00:00,18:00:00,0,OFF47,3,63,2
SE0OFF47221,2022/01/01,18:00:00,19:00:00,0,OFF47,0,60,0
SE0OFF47222,2022/01/01,19:00:00,20:00:00,0,OFF47,0,60,0
SE0OFF48224,2022/01/01,08:00:00,15:00:00,0,OFF48,2,62,1
SE0OFF48224,2022/01/01,15:00:00,16:00:00,0,OFF48,3,63,3
SE0OFF48226,2022/01/01,17:00:00,18:00:00,0,OFF48,3,63,2
SE0OFF48227,2022/01/01,18:00:00,19:00:00,0,OFF48,0,60,0
SE0OFF48228,2022/01/01,19:00:00,20:00:00,0,OFF48,0,60,0
SE0OFF49230,2022/01/01,11:00:00,12:00:00,0,OFF49,5,65,3
SE0OFF49230,2022/01/01,12:00:00,13:00:00,0,OFF49,5,65,3
SE0OFF49230,2022/01/01,15:00:00,19:00:00,0,OFF49,3,63,3
SE0OFF49232,2022/01/01,19:00:00,20:00:00,0,OFF49,0,60,0
SE1OFF0233,2022/01/01,12:00:00,16:00:00,1,OFF0,2,60,3
SE1OFF0235,2022/01/01,17:00:00,18:00:00,1,OFF0,1,57,2
SE1OFF0235,2022/01/01,18:00:00,19:00:00,1,OFF0,-3,55,0
SE1OFF0235,2022/01/01,19:00:00,20:00:00,1,OFF0,-3,55,0
SE1OFF1235,2022/01/01,15:00:00,17:00:00,1,OFF1,1,57,3
SE1OFF1236,2022/01/01,18:00:00,19:00:00,1,OFF1,-3,55,0
SE1OFF1237,2022/01/01,19:00:00,20:00:00,1,OFF1,-3,55,0
SE1OFF2239,2022/01/01,08:00:00,09:00:00,1,OFF2,-1,57,1
SE1OFF2240,2022/01/01,15:00:00,19:00:00,1,OFF2,1,57,3
SE1OFF2241,2022/01/01,19:00:00,20:00:00,1,OFF2,-3,55,0
SE1OFF3241,2022/01/01,08:00:00,09:00:00,1,OFF3,-1,57,1
SE1OFF3241,2022/01/01,09:00:00,15:00:00,1,OFF3,-1,57,0
SE1OFF3242,2022/01/01,18:00:00,19:00:00,1,OFF3,-3,55,0
SE1OFF3242,2022/01/01,19:00:00,20:00:00,1,OFF3,-3,55,0
SE1OFF4244,2022/01/01,16:00:00,17:00:00,1,OFF4,1,57,2
SE1OFF4246,2022/01/01,17:00:00,18:00:00,1,OFF4,1,57,2
SE1OFF4246,2022/01/01,18:00:00,19:00:00,1,OFF4,-3,55,0
SE1OFF4247,2022/01/01,19:00:00,20:00:00,1,OFF4,-3,55,0
SE1OFF5248,2022/01/01,08:00:00,12:00:00,1,OFF5,-1,57,1
SE1OFF5248,2022/01/01,13:00:00,17:00:00,1,OFF5,2,60,3
SE1OFF5249,2022/01/01,17:00:00,19:00:00,1,OFF5,1,57,2
SE1OFF5249,2022/01/01,19:00:00,20:00:00,1,OFF5,-3,55,0
SE1OFF6249,2022/01/01,11:00:00,19:00:00,1,OFF6,2,60,3
SE1OFF6250,2022/01/01,19:00:00,20:00:00,1,OFF6,-3,55,0
SE1OFF7251,2022/01/01,08:00:00,18:00:00,1,OFF7,-1,57,1
SE1OFF7251,2022/01/01,18:00:00,19:00:00,1,OFF7,-3,55,0
SE1OFF7251,2022/01/01,19:00:00,20:00:00,1,OFF7,-3,55,0
SE1OFF8253,2022/01/01,13:00:00,15:00:00,1,OFF8,2,60,3
SE1OFF8253,2022/01/01,17:00:00,18:00:00,1,OFF8,1,57,2
SE1OFF8255,2022/01/01,18:00:00,19:00:00,1,OFF8,-3,55,0
SE1OFF8255,2022/01/01,19:00:00,20:00:00,1,OFF8,-3,55,0
SE1OFF9255,2022/01/01,08:00:00,12:00:00,1,OFF9,-1,57,1
SE1OFF9257,2022/01/01,12:00:00,13:00:00,1,OFF9,2,60,3
SE1OFF9259,2022/01/01,16:00:00,18:00:00,1,OFF9,1,57,2
SE1OFF9259,2022/01/01,18:00:00,19:00:00,1,OFF9,-3,55,0
SE1OFF9260,2022/01/01,19:00:00,20:00:00,1,OFF9,-3,55,0
SE1OFF10262,2022/01/01,10:00:00,13:00:00,1,OFF10,2,60,3
SE1OFF10264,2022/01/01,14:00:00,16:00:00,1,OFF10,1,57,3
SE1OFF10265,2022/01/01,16:00:00,18:00:00,1,OFF10,1,57,2
SE1OFF10266,2022/01/01,18:00:00,19:00:00,1,OFF10,-3,55,0
SE1OFF10266,2022/01/01,19:00:00,20:00:00,1,OFF10,-3,55,0
SE1OFF11267,2022/01/01,13:00:00,17:00:00,1,OFF11,2,60,3
SE1OFF11269,2022/01/01,17:00:00,18:00:00,1,OFF11,1,57,2
SE1OFF11269,2022/01/01,18:00:00,19:00:00,1,OFF11,-3,55,0
SE1OFF11270,2022/01/01,19:00:00,20:00:00,1,OFF11,-3,55,0
SE1OFF12271,2022/01/01,08:00:00,09:00:00,1,OFF12,-1,57,1
SE1OFF12271,2022/01/01,09:00:00,11:00:00,1,OFF12,-1,57,0
SE1OFF12273,2022/01/01,13:00:00,14:00:00,1,OFF12,2,60,3
SE1OFF12275,2022/01/01,16:00:00,18:00:00,1,OFF12,1,57,2
SE1OFF12275,2022/01/01,18:00:00,19:00:00,1,OFF12,-3,55,0
SE1OFF12276,2022/01/01,19:00:00,20:00:00,1,OFF12,-3,55,0
SE1OFF13276,2022/01/01,08:00:00,17:00:00,1,OFF13,-1,57,1
SE1OFF13278,2022/01/01,17:00:00,18:00:00,1,OFF13,1,57,2
SE1OFF13279,2022/01/01,18:00:00,19:00:00,1,OFF13,-3,55,0
SE1OFF13280,2022/01/01,19:00:00,20:00:00,1,OFF13,-3,55,0
SE1OFF14282,2022/01/01,08:00:00,09:00:00,1,OFF14,-1,57,1
SE1OFF14283,2022/01/01,13:00:00,19:00:00,1,OFF14,2,60,3
SE1OFF14285,2022/01/01,19:00:00,20:00:00,1,OFF14,-3,55,0
SE1OFF15286,2022/01/01,08:00:00,09:00:00,1,OFF15,-1,57,1
SE1OFF15287,2022/01/01,15:00:00,18:00:00,1,OFF15,1,57,3
SE1OFF15289,2022/01/01,18:00:00,19:00:00,1,OFF15,-3,55,0
SE1OFF15290,2022/01/01,19:00:00,20:00:00,1,OFF15,-3,55,0
SE1OFF16292,2022/01/01,12:00:00,13:00:00,1,OFF16,2,60,3
SE1OFF16294,2022/01/01,13:00:00,15:00:00,1,OFF16,2,60,3
SE1OFF16295,2022/01/01,15:00:00,17:00:00,1,OFF16,1,57,3
SE1OFF16295,2022/01/01,18:00:00,19:00:00,1,OFF16,-3,55,0
SE1OFF16296,2022/01/01,19:00:00,20:00:00,1,OFF16,-3,55,0
SE1OFF17297,2022/01/01,12:00:00,18:00:00,1,OFF17,2,60,3
SE1OFF17297,2022/01/01,18:00:00,19:00:00,1,OFF17,-3,55,0
SE1OFF17299,2022/01/01,19:00:00,20:00:00,1,OFF17,-3,55,0
SE1OFF18300,2022/01/01,08:00:00,11:00:00,1,OFF18,-1,57,1
SE1OFF18302,2022/01/01,11:00:00,15:00:00,1,OFF18,2,60,3
SE1OFF18304,2022/01/01,15:00:00,16:00:00,1,OFF18,1,57,3
SE1OFF18304,2022/01/01,16:00:00,17:00:00,1,OFF18,1,57,2
SE1OFF18306,2022/01/01,17:00:00,18:00:00,1,OFF18,1,57,2
SE1OFF18307,2022/01/01,18:00:00,19:00:00,1,OFF18,-3,55,0
SE1OFF18307,2022/01/01,19:00:00,20:00:00,1,OFF18,-3,55,0
SE1OFF19307,2022/01/01,08:00:00,11:00:00,1,OFF19,-1,57,1
SE1OFF19308,2022/01/01,12:00:00,15:00:00,1,OFF19,2,60,3
SE1OFF19308,2022/01/01,17:00:00,18:00:00,1,OFF19,1,57,2
SE1OFF19310,2022/01/01,18:00:00,19:00:00,1,OFF19,-3,55,0
SE1OFF19310,2022/01/01,19:00:00,20:00:00,1,OFF19,-3,55,0
SE1OFF20310,2022/01/01,11:00:00,12:00:00,1,OFF20,2,60,3
SE1OFF20312,2022/01/01,15:00:00,19:00:00,1,OFF20,1,57,3
SE1OFF20314,2022/01/01,19:00:00,20:00:00,1,OFF20,-3,55,0
SE1OFF21315,2022/01/01,10:00:00,11:00:00,1,OFF21,2,60,3
SE1OFF21316,2022/01/01,12:00:00,14:00:00,1,OFF21,2,60,3
SE1OFF21318,2022/01/01,15:00:00,16:00:00,1,OFF21,1,57,3
SE1OFF21320,2022/01/01,16:00:00,19:00:00,1,OFF21,1,57,2
SE1OFF21322,2022/01/01,19:00:00,20:00:00,1,OFF21,-3,55,0
SE1OFF22324,2022/01/01,12:00:00,18:00:00,1,OFF22,2,60,3
SE1OFF22324,2022/01/01,18:00:00,19:00:00,1,OFF22,-3,55,0
SE1OFF22326,2022/01/01,19:00:00,20:00:00,1,OFF22,-3,55,0
SE1OFF23328,2022/01/01,11:00:00,14:00:00,1,OFF23,2,60,3
SE1OFF23328,2022/01/01,14:00:00,15:00:00,1,OFF23,1,57,3
SE1OFF23328,2022/01/01,16:00:00,19:00:00,1,OFF23,1,57,2
SE1OFF23328,2022/01/01,19:00:00,20:00:00,1,OFF23,-3,55,0
SE1OFF24330,2022/01/01,09:00:00,10:00:00,1,OFF24,-1,57,0
SE1OFF24332,2022/01/01,16:00:00,17:00:00,1,OFF24,1,57,2
SE1OFF24333,2022/01/01,17:00:00,18:00:00,1,OFF24,1,57,2
SE1OFF24334,2022/01/01,18:00:00,19:00:00,1,OFF24,-3,55,0
SE1OFF24335,2022/01/01,19:00:00,20:00:00,1,OFF24,-3,55,0
SE1OFF25337,2022/01/01,11:00:00,12:00:00,1,OFF25,2,60,3
SE1OFF25337,2022/01/01,12:00:00,13:00:00,1,OFF25,2,60,3
SE1OFF25338,2022/01/01,14:00:00,15:00:00,1,OFF25,1,57,3
SE1OFF25340,2022/01/01,16:00:00,17:00:00,1,OFF25,1,57,2
SE1OFF25341,2022/01/01,17:00:00,18:00:00,1,OFF25,1,57,2
SE1OFF25343,2022/01/01,18:00:00,19:00:00,1,OFF25,-3,55,0
SE1OFF25344,2022/01/01,19:00:00,20:00:00,1,OFF25,-3,55,0
SE1OFF26346,2022/01/01,08:00:00,13:00:00,1,OFF26,-1,57,1
SE1OFF26347,2022/01/01,13:00:00,14:00:00,1,OFF26,2,60,3
SE1OFF26348,2022/01/01,16:00:00,17:00:00,1,OFF26,1,57,2
